State_Name,County,MeanIncome,MedianIncome,StdIncome,NumRecords
California,Mendocino County,55593.608695652176,39349.0,43285.086956521736,23
California,Merced County,51818.72,40678.0,41570.32,25
California,Modoc County,43172.53846153846,49904.0,28071.384615384617,13
California,Mono County,75761.8125,300000.0,38268.125,16
California,Monterey County,71426.27586206897,55714.0,50245.8275862069,29
California,Napa County,86222.54545454546,81944.0,57071.72727272727,11
California,Nevada County,50358.42857142857,63443.0,31388.5,14
California,Orange County,100940.175,84093.5,68749.5,40
California,Placer County,76738.90909090909,65179.5,56288.86363636364,22
California,Plumas County,60544.10638297872,82905.0,32110.08510638298,47
California,Riverside County,64797.10810810811,52441.0,48652.18918918919,74
California,Sacramento County,71883.57142857143,59141.0,51001.97142857143,35
California,San Benito County,91637.0,68092.0,63808.8,5
California,San Bernardino County,63557.549019607846,49459.0,49589.470588235294,51
California,San Diego County,81787.57407407407,71102.5,56677.7037037037,54
California,San Francisco,100224.0,80093.0,79834.0,1
California,San Joaquin County,74447.21428571429,59251.5,52066.892857142855,28
California,San Luis Obispo County,83323.79310344828,66325.0,60380.75862068965,29
California,San Mateo County,122416.4375,108731.5,75048.96875,32
California,Santa Barbara County,85693.84615384616,72565.5,58929.346153846156,26
California,Santa Clara County,124001.45833333333,103784.5,77379.75,24
California,Santa Cruz County,90982.03333333334,74170.5,65337.63333333333,30
California,Shasta County,52874.77272727273,42957.5,41343.0,22
California,Sierra County,57751.454545454544,300000.0,36832.63636363636,11
California,Siskiyou County,39680.3,35963.5,32502.05,20
California,Solano County,89448.81818181818,73263.0,59933.818181818184,11
California,Sonoma County,76885.5945945946,63627.0,58555.97297297297,37
California,Stanislaus County,56343.2,47010.0,41278.333333333336,30
California,Sutter County,66779.0,49610.0,53319.88888888889,9
California,Tehama County,48459.35294117647,44846.0,37329.76470588235,17
California,Trinity County,47439.0,36358.0,40104.416666666664,12
California,Tulare County,46454.19402985075,32374.0,28782.68656716418,67
California,Tuolumne County,59435.05263157895,56339.0,40505.47368421053,19
California,Ventura County,97153.65217391304,73049.0,62547.34782608696,23
California,Yolo County,73109.61538461539,57630.0,54557.846153846156,13
California,Yuba County,53125.36363636364,43672.0,39827.27272727273,11
Colorado,Adams County,75045.37908769006,62129.0,50445.97313059779,4801
Colorado,Alamosa County,46435.666666666664,27864.0,47372.333333333336,3
Colorado,Arapahoe County,99667.48,103304.0,59344.56,25
Colorado,Archuleta County,46022.5,36340.0,34376.0,2
Colorado,Baca County,39330.0,32610.0,32191.833333333332,6
Colorado,Bent County,43988.0,36331.0,38587.0,2
Colorado,Boulder County,108429.41176470589,114138.5,58606.94117647059,34
Colorado,Broomfield,94854.0,82744.0,64738.0,1
Colorado,Chaffee County,45771.857142857145,43592.0,31210.285714285714,7
Colorado,Cheyenne County,49642.5,42408.5,37548.0,2
Colorado,Clear Creek County,70226.0,64573.0,42075.0,9
Colorado,Conejos County,37074.28571428572,28526.0,30369.0,7
Colorado,Costilla County,35254.75,26597.5,34985.0,4
Colorado,Crowley County,35712.25,28979.0,29292.75,4
Colorado,Custer County,35432.5,27730.5,28330.5,2
Colorado,Delta County,48916.5,37019.5,44302.333333333336,6
Colorado,Denver,73028.0,54058.0,63392.0,1
Colorado,Dolores County,46341.5,34275.0,38777.0,2
Colorado,Douglas County,100997.4,109954.0,58194.65,20
Colorado,Eagle County,75213.23076923077,73789.0,45788.0,13
Colorado,El Paso County,72585.6,57943.5,47936.55,20
Colorado,Elbert County,70218.8,59584.0,50859.2,5
Colorado,Fremont County,50751.181818181816,46766.0,36939.0,11
Colorado,Garfield County,72611.75,59125.0,55508.166666666664,12
Colorado,Gilpin County,85722.0,174669.5,37974.75,4
Colorado,Grand County,67105.0,54433.5,38471.375,8
Colorado,Gunnison County,64470.6,54351.0,50895.4,5
Colorado,Hinsdale County,64801.333333333336,300000.0,50449.0,3
Colorado,Huerfano County,34457.0,25664.5,32586.5,2
Colorado,Jackson County,47333.0,44448.0,31064.0,1
Colorado,Jefferson County,86860.69230769231,78699.5,56704.96153846154,26
Colorado,Kiowa County,40545.0,40326.0,22117.0,5
Colorado,Kit Carson County,43298.0,40229.5,35430.0,6
Colorado,La Plata County,71103.0,59285.5,54668.5,4
Colorado,Lake County,62905.333333333336,58131.0,43572.666666666664,3
Colorado,Larimer County,84941.9,93973.0,58966.7,10
Colorado,Las Animas County,51471.21428571428,190245.5,36412.28571428572,14
Colorado,Lincoln County,46928.75,33827.0,42826.75,4
Colorado,Logan County,49870.0,37625.5,36803.125,8
Colorado,Mesa County,63701.4,45822.5,50638.5,10
Colorado,Mineral County,44307.0,31143.0,39395.0,1
Colorado,Moffat County,44313.0,42267.0,30907.666666666668,3
Colorado,Montezuma County,49282.4,37908.0,44151.2,5
Colorado,Montrose County,51861.8,36971.0,41559.6,5
Colorado,Morgan County,65385.769230769234,48204.0,36774.53846153846,13
Colorado,Otero County,44598.375,31276.5,33362.0,8
Colorado,Ouray County,61134.4,68854.0,40772.6,5
Colorado,Park County,46711.0,43556.0,31002.333333333332,3
Colorado,Phillips County,40174.75,34659.0,32424.25,4
Colorado,Pitkin County,58747.166666666664,62614.0,40294.5,6
Colorado,Prowers County,43434.2,34430.0,35084.6,5
Colorado,Pueblo County,51398.4,37477.5,41555.0,10
Colorado,Rio Blanco County,66873.0,55691.0,48879.5,2
Colorado,Rio Grande County,42423.333333333336,37399.0,32148.833333333332,6
Colorado,Routt County,63461.4,55645.0,46061.8,5
Colorado,Saguache County,37119.4,27774.0,33927.2,5
Colorado,San Juan County,43417.0,35830.0,34899.0,1
Colorado,San Miguel County,67571.6,63690.0,49810.8,5
Colorado,Sedgwick County,41461.333333333336,28896.0,35238.0,3
Colorado,Summit County,80121.22222222222,65006.0,60064.0,9
Colorado,Teller County,62222.875,192116.5,34804.0,8
Colorado,Washington County,47068.5,38713.5,37303.5,2
Colorado,Weld County,69341.59375,56469.5,43196.8125,32
Colorado,Yuma County,59354.375,50942.5,37977.75,8
Connecticut,Fairfield County,88352.03923278117,80062.0,57656.82243533857,3441
Connecticut,Hartford County,87908.92857142857,77869.5,58914.53571428572,28
Connecticut,Litchfield County,74391.31578947368,62071.0,56753.26315789474,19
Connecticut,Middlesex County,95570.53333333334,76899.0,66419.53333333334,15
Connecticut,New Haven County,77774.61111111111,58619.5,58196.055555555555,18
Connecticut,New London County,77351.45,59616.5,56456.8,20
Connecticut,Tolland County,77613.5,81934.0,54439.0,8
Connecticut,Windham County,64371.25,53608.5,48427.75,12
Delaware,Kent County,73691.31868131868,59336.0,51454.357753357755,819
Delaware,New Castle County,80379.11111111111,70852.0,53072.96296296296,27
Delaware,Sussex County,70206.03846153847,50836.5,54398.807692307695,26
District of Columbia,District of,92477.0,71044.0,76702.0,1
District of Columbia,District of Columbia,91845.43243243243,76378.0,62693.949125596184,629
Florida,Alachua County,61744.08263251784,46638.5,45925.9248216106,15696
Florida,Baker County,50964.0,39550.0,39812.5,2
Florida,Bay County,60220.769230769234,48736.0,47906.0,13
Florida,Bradford County,44938.0,30839.0,39161.0,4
Florida,Brevard County,67227.07407407407,54131.0,51413.59259259259,27
Florida,Broward County,72080.81081081081,50622.0,52788.64864864865,37
Florida,Calhoun County,43904.5,33943.0,37640.0,2
Florida,Charlotte County,54158.09090909091,42722.0,44902.454545454544,11
Florida,Citrus County,54034.13333333333,42629.0,44585.86666666667,15
Florida,Clay County,67226.1,57470.5,47025.1,10
Florida,Collier County,73888.77777777778,69259.5,57808.666666666664,18
Florida,Columbia County,47226.25,43731.0,37744.5,4
Florida,DeSoto County,39625.0,29978.5,34223.5,2
Florida,Dixie County,46726.5,30982.0,43881.0,2
Florida,Duval County,75207.0,63489.0,60611.4,5
Florida,Escambia County,48940.0,37930.5,39065.583333333336,12
Florida,Flagler County,43598.8,36323.0,36881.0,5
Florida,Franklin County,56891.0,38943.5,45375.75,4
Florida,Gadsden County,47478.333333333336,35426.0,38976.166666666664,6
Florida,Gilchrist County,46988.25,35133.5,40337.25,4
Florida,Glades County,38600.0,28886.5,32386.0,2
Florida,Gulf County,47011.5,33733.5,40816.0,2
Florida,Hamilton County,37534.333333333336,26909.0,33903.666666666664,3
Florida,Hardee County,41177.88888888889,32041.0,33241.333333333336,9
Florida,Hendry County,50026.857142857145,39677.0,42665.42857142857,7
Florida,Hernando County,47881.217391304344,40950.0,35524.0,23
Florida,Highlands County,41273.333333333336,25897.0,46025.0,3
Florida,Hillsborough County,69781.63636363637,51336.0,53079.545454545456,33
Florida,Holmes County,37590.2,24706.0,31735.4,5
Florida,Indian River County,85902.66666666667,51635.0,62210.2,15
Florida,Jackson County,43383.818181818184,30764.0,36765.545454545456,11
Florida,Jefferson County,57228.5,82609.0,40157.666666666664,6
Florida,Lafayette County,44798.0,165997.0,36719.0,2
Florida,Lake County,54306.75862068965,47365.0,40738.0,29
Florida,Lee County,63369.18421052631,48751.0,49186.18421052631,38
Florida,Leon County,53752.0,41102.5,46357.0,2
Florida,Levy County,42392.0,32177.0,35229.4,15
Florida,Liberty County,56382.25,180973.0,40095.5,4
Florida,Madison County,43563.333333333336,24047.0,43891.666666666664,3
Florida,Manatee County,58496.86666666667,40978.0,48889.4,15
Florida,Marion County,45306.142857142855,27930.0,39059.71428571428,7
Florida,Martin County,75724.0,42440.0,60454.181818181816,11
Florida,Miami-Dade County,67443.5352112676,48065.0,52997.380281690144,71
Florida,Monroe County,77363.33333333333,58543.0,60103.916666666664,12
Florida,Nassau County,57962.4,54356.0,45768.0,5
Florida,Okaloosa County,64859.769230769234,51846.0,49343.230769230766,13
Florida,Okeechobee County,39384.333333333336,28893.0,31311.333333333332,3
Florida,Orange County,66577.94117647059,57406.0,49970.901960784315,51
Florida,Osceola County,55514.5,41943.5,41228.75,8
Florida,Palm Beach County,69161.8448275862,50148.5,51835.01724137931,58
Florida,Pasco County,55516.35294117647,36247.0,41802.08823529412,34
Florida,Pinellas County,72842.08108108108,50821.0,57617.08108108108,37
Florida,Polk County,52633.8,41197.5,41732.6,40
Florida,Putnam County,37827.166666666664,25998.5,37276.166666666664,6
Florida,Santa Rosa County,65176.42857142857,75426.0,42415.68571428571,35
Florida,Sarasota County,67685.70370370371,50644.0,53542.03703703704,27
Florida,Seminole County,72956.1875,56102.5,56212.4375,16
Florida,St. Johns County,72308.2,61325.0,53810.2,15
Florida,St. Lucie County,53075.9,43679.5,44576.8,10
Florida,Sumter County,45464.0,32688.0,37837.71428571428,7
Florida,Suwannee County,41797.5,27035.5,40887.0,2
Florida,Taylor County,44236.5,33750.0,36319.5,2
Florida,Union County,36175.666666666664,27993.0,26082.0,3
Florida,Volusia County,54484.08,42949.0,43417.32,25
Florida,Wakulla County,50757.0,50188.0,35814.0,4
Florida,Walton County,60394.25,41817.0,52407.0,4
Florida,Washington County,39620.8,35749.0,32652.4,5
Georgia,Appling County,61443.388540972686,45134.0,45709.62638241173,7505
Georgia,Atkinson County,33933.0,22799.0,34511.5,2
Georgia,Bacon County,47356.5,33503.5,37491.0,2
Georgia,Baker County,37196.0,21341.0,38625.0,1
Georgia,Baldwin County,33466.0,21107.5,33483.5,2
Georgia,Banks County,46583.333333333336,170320.0,36993.5,6
Georgia,Barrow County,58370.42857142857,42839.0,43291.857142857145,7
Georgia,Bartow County,56096.857142857145,47271.0,44302.0,7
Georgia,Ben Hill County,34507.0,25478.0,34359.0,1
Georgia,Berrien County,36648.25,25105.0,32935.75,4
Georgia,Bibb County,36691.5,27284.0,33407.0,2
Georgia,Bleckley County,21181.333333333332,27140.0,20592.0,3
Georgia,Brantley County,51406.0,41763.0,39684.0,2
Georgia,Brooks County,42541.0,25646.5,37970.25,4
Georgia,Bryan County,59547.0,50110.0,47550.5,2
Georgia,Bulloch County,46632.75,36401.5,37266.75,4
Georgia,Burke County,39340.71428571428,29026.0,30595.85714285714,7
Georgia,Butts County,48720.666666666664,34604.0,42419.0,3
Georgia,Calhoun County,38846.75,26442.5,38533.5,4
Georgia,Camden County,55312.25,53553.0,42766.0,4
Georgia,Candler County,38972.0,28660.5,37559.5,2
Georgia,Carroll County,42829.875,38562.5,35244.875,8
Georgia,Catoosa County,51020.0,40121.5,36766.25,4
Georgia,Charlton County,43971.5,33587.0,38490.5,2
Georgia,Chatham County,83369.88235294117,65128.0,59052.882352941175,17
Georgia,Chattahoochee,51899.0,42798.0,34507.0,1
Georgia,Chattooga County,37989.5,27581.5,35262.5,4
Georgia,Cherokee County,68009.71428571429,68506.0,44375.42857142857,7
Georgia,Clarke County,51321.333333333336,31951.0,45512.333333333336,3
Georgia,Clay County,36533.5,22714.5,32521.5,2
Georgia,Clayton County,43697.3,34016.5,33195.4,10
Georgia,Clinch County,35472.75,27493.5,31473.0,4
Georgia,Cobb County,60136.4,53783.0,46953.1,10
Georgia,Coffee County,33630.5,22288.0,33050.5,4
Georgia,Colquitt County,37431.5,28383.0,34282.125,8
Georgia,Columbia County,74767.2,64177.0,54717.8,5
Georgia,Cook County,40486.25,29171.0,36164.0,4
Georgia,Coweta County,64713.444444444445,55953.0,44987.22222222222,9
Georgia,Crawford County,42417.5,160332.5,20839.5,2
Georgia,Crisp County,37316.0,22775.0,39122.0,2
Georgia,Dade County,43128.0,33224.0,36418.0,1
Georgia,Dawson County,58068.0,49111.0,43501.0,1
Georgia,DeKalb County,67428.25,46824.5,54105.5,20
Georgia,Decatur County,46689.75,31572.0,44193.25,4
Georgia,Dodge County,38509.5,30395.5,35174.0,6
Georgia,Dooly County,33011.333333333336,24987.5,27559.833333333332,6
Georgia,Dougherty County,47109.5,36807.0,37863.5,2
Georgia,Douglas County,62457.25,56507.5,46785.5,4
Georgia,Early County,47912.8,25334.0,31989.6,5
Georgia,Effingham County,58849.333333333336,49378.0,44487.333333333336,3
Georgia,Elbert County,60847.666666666664,23562.0,59763.666666666664,3
Georgia,Emanuel County,36650.7,26523.0,29652.7,10
Georgia,Evans County,56906.5,40042.0,52281.0,4
Georgia,Fannin County,45506.8,37629.0,35879.4,5
Georgia,Fayette County,89786.4,76521.0,60361.2,5
Georgia,Floyd County,46626.75,35177.5,41457.5,4
Georgia,Forsyth County,48497.0,44384.0,36619.0,1
Georgia,Franklin County,41769.57142857143,31117.0,32155.571428571428,7
Georgia,Fulton County,76163.42857142857,54123.5,58504.28571428572,14
Georgia,Gilmer County,36991.0,29287.0,27388.0,3
Georgia,Glascock County,47595.666666666664,35804.0,31073.0,3
Georgia,Glynn County,53515.25,33621.5,46976.0,4
